periodFullName,isProcessed,fileName,Velocity_Band_6_Total_Duration,Velocity_Band_6_Total_Distance,Velocity_Band_5_Total_Duration,Velocity_Band_5_Total_Distance,Velocity_Band_4_Total_Duration,Velocity_Band_4_Total_Distance,Velocity_Band_3_Total_Duration,Velocity_Band_3_Total_Distance,Velocity_Band_2_Total_Duration,Velocity_Band_2_Total_Distance,Velocity_Band_1_Total_Duration,Velocity_Band_1_Total_Distance,Veld_grootte,Total_Duration,Total_Distance,Team_id,TableRow_skey,Start_Time,Soort_training,Session_Count,Remark3,Remark2,Remark,Player_id,Period_Number,Period_Name,Mean_Heart_Rate,Maximum_Velocity,Maximum_Heart_Rate,LoadDateTime,IMA_Jump_Count_Med_Band,IMA_Jump_Count_Low_Band,IMA_Jump_Count_High_Band,IMA_Dive_Intensity_Band_8_Right_Count,IMA_Dive_Intensity_Band_8_Left_Count,IMA_Dive_Intensity_Band_7_Right_Count,IMA_Dive_Intensity_Band_7_Left_Count,IMA_Dive_Intensity_Band_6_Right_Count,IMA_Dive_Intensity_Band_6_Left_Count,IMA_Dive_Intensity_Band_5_Right_Count,IMA_Dive_Intensity_Band_5_Left_Count,IMA_Dive_Intensity_Band_4_Right_Count,IMA_Dive_Intensity_Band_4_Left_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_3_Right_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_3_Left_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_2_Right_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_2_Left_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_1_Right_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_1_Left_Count,Heart_Rate_Index,Heart_Rate_Band_6_Total_Duration,Heart_Rate_Band_5_Total_Duration,Heart_Rate_Band_4_Total_Duration,Heart_Rate_Band_3_Total_Duration,Heart_Rate_Band_2_Total_Duration,Heart_Rate_Band_1_Total_Duration,Field_Time,ExcludeHR,Exclude,End_Time,Date,Bench_Time,AM_PM
Ruperto,true,Aerified,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,199,191,2718,3,623d8c69-c0ae-4766-b3af-5662763b206d,4:54:51,Shoes,67,11,3,5,578,980,7,132,250,85,8:01:47,21,72,78,76,82,78,86,96,10,34,24,12,43,16,85,16,96,40,65,50,65,20,46,64,45,13,47,27,47,57,12,100,69,39,100,54,19,30,86,9,16,65,92,73,5:03:39,false,true,4:35:28,7/6/2015,607,PM
Charlene,false,Bitchip,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,960,61,1347,18,b5f12685-b6c0-4ce2-9c5b-f45b32ddc1c6,0:15:30,Home,63,5,6,11,1981,112,afwerken,147,436,83,8:17:39,79,97,35,89,7,9,16,2,66,1,50,36,43,92,23,80,15,14,72,73,40,47,13,71,36,35,83,8,58,64,43,6,5,92,93,73,9,70,31,85,42,85,92,60,17:51:25,false,false,13:14:06,5/27/2016,406,AM
Vanya,false,Daltfresh,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,899,58,1418,26,c40c38ff-9337-4905-b859-4e3fc144b0aa,7:26:35,Outdoors,75,11,7,21,763,177,afwerken,113,931,218,8:59:56,95,31,61,12,11,35,28,90,28,37,78,64,44,81,92,23,42,36,57,8,18,6,26,76,6,66,27,34,66,68,5,73,29,15,22,72,77,22,11,64,97,67,64,43,6:34:43,true,false,15:46:39,4/11/2012,787,PM
Dita,false,Daltfresh,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,177,188,6292,21,1cfe7807-6078-4f82-bc9c-a37745ce858b,11:07:03,Beauty,22,10,20,13,861,289,w-up,93,981,209,11:33:04,67,36,69,86,47,68,97,20,91,90,72,41,80,24,62,43,71,15,46,61,35,30,42,88,21,20,26,96,88,37,18,53,35,93,89,5,67,83,85,51,100,68,70,26,20:24:26,false,false,6:58:40,5/26/2013,411,AM
York,true,Overhold,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,721,738,9015,32,640e7649-90b5-4925-93d3-57531c66857f,8:00:47,Kids,48,21,12,19,1031,15,5,148,712,116,5:14:16,10,10,34,47,40,17,92,79,16,75,10,56,92,42,14,30,51,35,51,25,9,47,56,55,82,25,44,31,63,48,92,12,77,25,81,10,75,59,98,32,66,54,13,35,15:11:25,true,false,10:09:47,7/13/2015,95,PM
Arman,true,Lotlux,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,913,328,9166,22,ef002bfc-1e73-461b-b7d5-f24ee3d090b3,12:16:21,Jewelery,59,17,5,24,939,303,duels,118,829,156,14:55:56,58,98,76,24,88,66,22,78,81,95,96,84,10,9,37,75,26,89,41,26,43,1,23,22,48,28,49,69,64,17,2,11,88,57,78,35,18,86,66,88,37,43,22,26,6:37:30,false,false,4:47:03,12/19/2012,343,AM
Dorene,true,Trippledex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,719,789,9477,7,8b890ccb-2fd0-42cf-ae84-341c8b319bb9,14:27:36,Toys,25,15,19,6,157,552,duels,137,527,210,2:11:42,49,43,95,6,56,62,99,23,49,27,49,33,68,41,14,18,88,89,71,2,56,47,17,17,4,90,6,34,44,3,80,56,9,73,55,45,26,33,70,44,47,29,34,97,3:01:49,true,false,5:45:12,8/15/2012,965,PM
Ewart,true,Otcom,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,105,709,9661,2,1b8e342c-ed24-4c81-b50c-76fe8212ac64,14:04:21,Outdoors,5,21,18,22,1838,113,partijspel,95,748,140,1:16:43,18,68,14,65,43,18,10,52,80,25,66,3,30,31,26,85,96,28,16,65,38,39,30,73,22,65,8,24,3,16,86,95,16,75,87,63,68,42,25,65,58,6,77,87,22:20:00,false,true,6:31:09,8/8/2011,882,PM
Rich,false,Stim,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,993,612,5462,25,089a9e7e-b644-4985-a91a-4e101e4dde37,0:58:11,Baby,63,8,4,14,1641,47,5,86,858,85,18:18:26,48,50,42,2,65,54,74,15,71,39,99,100,23,22,38,44,65,85,12,33,82,94,69,57,24,99,10,22,17,6,76,90,64,55,97,69,64,43,79,11,12,22,5,19,1:03:02,false,true,23:25:39,11/1/2014,120,PM
Sergeant,false,Andalax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,464,905,9892,28,cde40c26-586b-432f-9cc8-e9d8863f0db6,3:50:35,Outdoors,94,14,18,22,329,430,positiespel,94,105,112,7:30:07,42,45,6,26,93,88,67,83,77,99,66,84,4,64,66,52,35,68,77,70,81,61,64,15,47,86,27,38,97,29,57,13,14,27,37,97,96,86,87,16,14,75,83,78,21:55:35,true,false,13:24:32,8/20/2015,351,PM
Janice,true,Rank,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,548,179,2329,4,9f8846ed-adce-4957-82a5-3a693b09e128,0:36:24,Games,36,18,14,6,1462,914,5,102,750,187,7:21:39,57,26,94,39,20,85,46,44,48,84,26,11,58,49,54,57,72,36,78,41,68,36,78,25,69,98,81,70,84,22,40,84,49,21,92,66,19,41,12,11,12,99,56,75,3:05:16,true,false,17:20:22,5/16/2015,433,AM
Ulla,true,Voyatouch,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,548,361,1390,1,0a06396c-6d2a-4f6f-98e4-de0d4bd59a33,11:52:02,Baby,64,2,17,8,1303,817,duels,135,601,146,12:03:23,12,100,59,45,17,74,27,12,92,46,66,25,81,55,75,14,25,49,36,69,70,78,75,12,17,2,55,77,95,42,55,3,95,78,5,20,59,71,84,77,16,11,35,16,20:50:27,false,false,1:14:13,9/29/2010,687,PM
Joan,false,Ventosanzap,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,847,510,9721,46,6cad6b4f-19a8-4417-917e-161ceebb3210,19:11:03,Kids,29,15,4,7,608,318,positiespel,143,595,101,17:44:49,22,62,64,15,59,75,49,38,27,2,64,69,95,47,85,65,31,78,84,34,22,55,41,66,72,55,100,71,2,18,78,96,62,34,6,39,4,42,52,84,74,50,56,80,4:05:05,true,false,19:09:59,1/29/2015,568,PM
Estelle,true,Bigtax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,747,444,5181,6,1a801c2e-8170-4a55-b8d5-c4d3e6e62ae8,19:09:08,Automotive,61,24,2,20,998,138,4,157,709,167,6:15:16,45,87,62,23,30,11,99,100,81,9,37,19,18,25,4,36,18,80,84,60,99,65,76,1,81,14,92,57,41,34,47,66,45,21,65,42,68,11,58,25,58,67,1,41,22:47:49,true,false,10:21:06,6/9/2018,99,PM
Sheridan,false,Cookley,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,275,783,5319,10,af9b36a5-a4bb-48a9-a793-87206baa90b8,5:58:06,Health,95,16,7,14,548,553,positiespel,90,452,108,1:40:25,30,38,11,37,17,37,88,46,30,60,12,51,58,26,25,79,90,26,98,38,17,53,53,69,55,6,32,89,64,74,78,43,100,92,15,41,23,75,55,99,75,10,59,57,12:16:56,false,true,15:42:35,9/26/2018,33,PM
Cliff,false,Lotstring,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,869,106,4621,24,ab6c46a1-f861-4276-a487-bd47441d6af8,4:50:42,Toys,48,8,20,1,34,706,positiespel,123,564,205,10:19:50,61,61,83,9,60,84,23,51,73,66,10,20,62,74,10,42,89,49,52,22,48,93,44,15,55,23,45,18,97,38,24,30,83,65,30,74,38,27,42,34,47,35,41,80,21:44:19,false,true,2:15:28,6/18/2012,581,PM
Ricca,true,Konklab,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,316,408,4290,19,c223bc2c-770c-4d55-b39c-86c3c18cbdfb,7:12:51,Sports,73,7,11,8,1958,632,5,98,89,120,1:57:50,49,2,31,52,46,70,73,14,72,11,18,35,25,78,76,69,89,37,6,30,49,40,80,87,35,83,77,88,53,72,74,90,97,23,40,49,48,41,88,30,10,85,85,49,19:24:44,false,true,20:48:29,2/28/2018,570,PM
Hedda,true,Matsoft,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,640,823,1625,40,83834257-3da0-4e8b-a704-cc818d37eb0f,9:21:52,Music,14,25,11,12,1298,946,positiespel,81,517,89,21:21:38,61,49,76,72,82,25,11,93,71,58,43,28,59,49,66,83,51,8,83,98,19,18,50,72,68,99,92,38,56,63,18,30,42,25,70,69,32,45,81,95,100,59,85,7,1:49:38,true,true,2:40:02,12/14/2012,957,PM
Patric,false,Cardify,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,696,306,1573,8,98274f84-46a2-4f90-b28d-33f93c91762a,13:23:15,Industrial,15,23,25,9,1796,535,6,103,73,202,3:51:54,60,5,73,61,95,23,39,41,73,20,2,25,27,18,64,44,14,75,71,27,74,72,84,5,86,44,55,60,66,42,69,88,15,81,55,33,10,35,85,85,51,49,100,95,10:38:54,true,true,22:20:28,10/1/2014,15,PM
Delcina,true,Asoka,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,382,1,7778,10,3c6f5bf3-1589-4d5b-9aaf-1e72ef8b6913,1:40:22,Jewelery,99,12,9,2,1722,83,7,127,272,116,6:17:50,58,93,59,90,41,15,59,77,37,25,27,84,52,52,74,14,91,7,57,80,65,66,38,43,16,11,39,67,85,5,70,85,5,64,83,56,59,4,66,72,77,54,73,92,13:21:01,false,false,21:09:27,3/30/2012,461,AM
Mareah,true,Bamity,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,614,976,5858,31,fffafc3d-2b01-47a2-8987-731704e7a8ad,14:20:10,Garden,33,19,11,1,523,775,w-up,93,354,89,3:32:55,92,88,32,31,47,68,2,46,31,77,49,33,96,79,46,34,28,44,53,93,28,73,88,29,4,80,20,22,98,72,87,26,30,81,48,54,35,20,78,66,64,63,5,19,11:51:03,false,true,19:26:39,1/18/2013,611,PM
Gaelan,false,Konklux,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,931,251,354,20,dc1b9098-a397-459f-9044-454e02292c86,19:55:00,Shoes,41,1,15,8,752,876,7,117,808,120,2:26:27,75,1,29,70,89,33,25,26,77,90,22,5,2,98,89,44,92,72,61,39,40,56,71,85,66,82,92,21,62,35,41,99,9,42,8,87,54,76,20,49,90,29,71,62,5:25:09,false,false,23:15:41,6/3/2011,587,AM
Emilie,true,Bytecard,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,956,566,48,4,c7394995-8ecc-4cc5-a1c1-db5645af8e8b,9:50:56,Toys,14,23,10,14,804,958,4,122,499,201,22:23:37,44,60,65,10,80,71,58,64,89,76,81,86,40,72,93,61,92,6,40,25,74,71,83,2,16,66,25,30,66,78,5,82,43,45,67,23,73,72,5,43,79,83,49,24,9:04:40,true,false,8:49:06,4/13/2011,505,AM
Page,true,Sonair,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,972,361,4513,49,03898098-945e-491e-ae2a-2eb3c41822a3,19:34:28,Computers,34,19,14,25,1235,665,afwerken,152,357,81,21:20:43,87,67,86,75,62,86,42,20,30,46,42,74,5,88,44,5,66,88,23,95,43,75,59,87,34,60,90,31,74,34,25,71,1,1,80,41,66,97,21,37,57,88,99,43,23:29:30,true,true,20:40:02,4/12/2016,125,PM
Flora,false,Bitwolf,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,800,988,6829,28,87e178cf-86af-4ab9-9a5f-d384c6a59710,15:15:56,Home,100,13,13,10,1394,339,partijspel,123,78,102,2:07:53,11,77,58,35,95,8,87,53,61,23,91,93,10,61,8,57,56,24,42,32,45,58,98,57,24,66,99,61,13,72,75,51,14,50,1,92,10,64,98,54,18,93,61,51,19:15:43,false,true,4:50:50,7/8/2010,212,AM
Robinetta,true,Hatity,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,347,255,308,4,805b5ed3-31e4-4513-9058-8a8e8700f188,23:26:34,Games,56,20,10,1,340,287,4,107,864,126,21:42:40,78,31,74,9,97,88,1,65,6,84,44,54,29,99,100,25,66,26,87,10,45,69,39,37,87,39,59,8,59,55,68,72,71,41,23,75,42,51,55,20,5,19,92,26,16:52:47,false,false,12:32:11,2/25/2014,74,AM
Amabelle,false,Fix San,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,83,142,987,18,cc51f3ad-741a-4e04-b988-24af70051747,4:12:24,Home,68,14,4,11,1733,152,4,88,374,141,5:11:33,73,20,94,83,73,81,8,44,93,6,2,11,70,12,8,13,1,4,20,35,2,36,27,38,44,46,39,94,6,61,71,71,80,8,10,60,94,81,28,75,12,69,14,19,13:36:30,true,true,15:19:21,4/23/2010,976,PM
Jenelle,false,Opela,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,676,98,2133,2,dba6c1ea-0fd5-4b79-a940-516238059cac,17:16:56,Computers,97,10,14,4,854,247,6,153,278,204,3:51:08,14,50,37,69,99,2,22,47,82,96,27,4,25,80,85,37,12,53,29,7,6,50,84,81,20,13,96,2,46,57,68,77,15,74,14,19,30,65,14,18,77,83,4,48,3:31:45,true,false,20:51:43,3/22/2020,63,PM
Godiva,false,Home Ing,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,42,673,486,16,488bfeed-ae73-4f31-9763-9796ef6cf9fe,22:45:16,Industrial,60,24,22,20,269,254,6,138,58,120,0:58:35,34,19,6,10,32,65,54,65,36,64,97,41,82,63,53,10,31,11,92,17,4,47,17,11,32,19,54,30,72,99,73,17,25,25,59,83,97,96,31,62,19,91,92,59,14:26:59,false,true,9:49:40,11/16/2017,397,PM
Kaile,true,Ventosanzap,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,829,766,1783,44,9bc88797-3199-41c7-b7eb-f163b87627f8,7:38:06,Health,71,9,10,4,354,474,duels,131,458,83,22:56:54,52,72,13,52,82,1,46,78,58,62,41,16,59,6,53,70,98,24,38,84,53,59,83,63,84,88,3,39,2,75,69,4,68,26,81,81,65,55,20,90,51,45,55,66,16:44:22,true,true,17:05:49,4/8/2010,263,AM
Noah,true,Viva,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,279,522,8795,49,1b8c73d2-c210-4df9-bc6b-a25d2c206b72,1:29:52,Games,76,4,1,9,1000,869,partijspel,145,821,217,12:10:37,70,90,1,88,64,88,7,58,90,63,10,2,67,100,85,15,79,50,69,64,4,74,25,100,81,1,7,70,21,58,100,67,77,32,88,94,15,71,26,22,66,61,19,7,13:55:39,false,true,17:15:53,2/12/2017,960,PM
Aurthur,true,Lotlux,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,830,953,3626,1,22ab4f67-7dd8-47f0-af03-b64a1718ade3,17:29:04,Garden,24,10,4,8,1031,453,5,105,587,95,6:54:05,39,17,31,13,44,25,20,13,52,72,58,68,37,53,85,24,70,55,91,40,77,23,18,70,72,63,31,35,55,9,11,69,38,16,95,5,45,60,81,33,100,100,81,18,12:28:44,false,false,1:32:36,5/13/2013,187,PM
Adriana,true,Quo Lux,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,572,784,4668,44,c2f7b2c2-4727-450a-a265-ad435162d1c7,10:52:06,Beauty,30,13,2,7,377,467,afwerken,108,750,135,15:41:08,55,39,93,83,14,58,3,85,49,47,38,78,10,60,87,98,14,5,40,24,56,76,89,20,94,25,90,30,99,5,24,40,12,4,84,99,66,47,33,42,45,57,44,25,17:37:42,false,true,16:16:22,5/23/2018,205,AM
Ad,true,Fix San,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,253,829,868,50,0ea01861-1009-4d8b-8753-32626fbca749,9:09:41,Automotive,20,2,5,2,1150,963,7,132,543,109,11:03:17,80,22,2,61,32,28,21,11,93,62,21,62,31,2,54,37,47,78,52,60,20,66,56,12,16,6,60,38,95,99,48,49,96,53,64,81,42,26,22,33,20,87,7,38,9:39:19,false,true,11:03:51,2/2/2014,35,PM
Jeannine,false,Ronstring,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,514,993,7488,2,a68bc600-b126-4b6d-ace6-1d6e817786c0,19:44:07,Garden,6,22,8,19,1829,338,positiespel,109,13,136,12:37:27,49,58,1,95,83,56,5,47,48,77,9,88,24,2,37,77,31,53,47,79,20,90,96,80,95,57,11,16,75,93,64,64,23,57,20,79,74,1,67,59,64,13,51,91,20:54:48,true,false,11:03:39,12/19/2018,265,AM
Shel,true,Tempsoft,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,641,512,7556,21,895555a4-6016-41f3-b7ca-e73a7385e272,19:15:18,Baby,22,24,9,7,321,919,6,111,903,147,12:01:52,4,78,9,73,10,1,87,7,5,29,98,12,81,99,64,91,54,96,57,47,57,39,86,39,42,87,10,22,15,87,17,23,36,71,1,85,47,9,1,100,79,41,54,14,18:01:22,true,true,3:11:01,8/4/2016,579,AM
Tiebout,false,Konklab,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,680,292,2367,17,4f112776-b52c-4a17-9849-18a7566c12a2,15:32:52,Electronics,59,9,4,4,228,597,afwerken,160,744,119,12:57:50,59,33,40,39,86,23,73,59,57,56,16,57,20,88,83,44,24,35,19,41,52,50,48,98,64,28,71,82,35,32,42,76,65,94,37,89,77,85,98,36,36,61,27,79,14:56:18,false,false,11:20:06,10/7/2011,129,AM
Gavin,true,Temp,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,250,437,9788,17,f77b5aa0-e996-4402-b689-7ba39ee8a36e,6:56:27,Games,48,2,21,17,210,376,4,134,237,119,15:26:40,2,48,52,43,26,42,65,65,86,21,65,22,65,49,97,46,33,50,94,98,13,67,72,73,86,36,38,30,19,1,3,89,82,91,89,42,61,53,36,81,17,20,42,6,14:52:39,false,true,16:52:03,12/12/2014,17,PM
Christean,true,Konklux,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,522,609,6454,23,244bfcb0-afc9-4f71-84a4-013eabc7c66e,17:38:05,Industrial,21,2,14,20,762,923,partijspel,160,997,167,18:44:46,57,53,66,60,43,37,61,48,15,79,100,29,5,63,28,28,37,51,65,73,93,1,64,9,67,45,28,3,51,42,3,41,68,50,20,88,2,23,87,53,90,48,83,83,13:05:01,false,false,23:52:22,2/23/2012,732,AM
Mellisent,true,Keylex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,565,644,6317,45,de600bc3-b0fa-4022-a7a2-5a6d9e1f9f4c,17:23:37,Toys,24,21,12,12,1246,871,6,153,623,148,14:00:24,7,59,12,76,37,71,20,5,9,17,73,26,4,32,45,25,76,100,43,25,20,9,64,13,84,78,15,66,89,1,68,10,52,11,7,72,32,76,49,12,58,1,37,8,17:29:12,false,false,3:56:05,6/7/2013,317,PM
