Date,Time,Team_id,Activity_Team,Player_id,Exercise_Name,Exercise_nr,Exercise_name_toevoeging,Comment,Exercise_Part,Veldgrootte,Duration,System,Activity,Positie_wedstrijd,Total_Distance,Distance_0_B_7_km_u,Distance_7_B_12_km_u,Distance_12_B_15_km_u,Distance_15_B_17_DOT_5_km_u,High_Intensity_Distance_17_DOT_5_B_22_DOT_5_km_u,Sprint_Distance_BT_22_DOT_5_km_u,High_Intensity_Distance_BT_17_DOT_5_km_u,Accelerations_Low,Accelerations_Medium,Accelerations_High,Heart_Rate_Low,Heart_Rate_Medium,Heart_Rate_High,Heart_Rate_BT_86,Heart_Rate_86_B_93,Heart_Rate_BT_93,Maximum_Heart_Rate,Relative_Maximum_Heart_Rate,Mean_HR,Relative_Mean_HR,HR_Index,Maximum_Velocity,Error_XY,Error_HR,Comments,AM_PM,DaysBeforeMatch,DaysAfterMatch,id,Entered_datetime
8/21/2015,3:04,25,17,927,blandit,177,"","Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",48,531,665,10,131,9,268,28,46,94,26,95,29,100,29,42,6,66,107,164,90,70,95,120,43,83,41,87,38,false,false,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",PM,17,9,887,11/5/2010
4/6/2014,18:35,3,10,1583,eros,172,nibh,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",67,823,866,5,18,4,267,83,7,97,18,43,68,76,6,12,43,59,86,129,75,71,82,213,100,94,92,111,42,true,true,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",PM,46,26,273,8/1/2019
6/4/2012,12:40,45,5,1517,vestibulum,30,in,Suspendisse potenti. In eleifend quam a odio.,64,650,711,20,76,3,518,17,62,8,99,68,56,27,20,30,47,61,147,178,87,72,62,113,87,100,75,102,35,true,false,"Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",PM,2,16,479,12/13/2012
5/18/2013,2:36,15,22,955,in,61,sapien,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",64,916,547,2,20,8,908,72,21,25,45,37,47,80,46,46,44,79,99,176,85,96,96,109,91,119,87,108,32,true,false,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",AM,54,30,199,8/30/2017
7/7/2012,8:34,31,19,490,sed,123,"","",82,43,540,17,34,5,977,34,1,26,60,21,47,76,46,48,38,72,124,185,63,67,60,114,69,106,79,102,39,false,true,Nulla ut erat id mauris vulputate elementum. Nullam varius.,AM,9,21,444,9/15/2019
2/13/2014,2:09,42,1,808,in,111,"",Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,90,752,862,7,73,5,245,64,26,66,78,6,58,79,35,15,37,74,87,140,98,64,65,122,82,119,39,106,58,false,true,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,AM,2,0,937,11/27/2016
11/6/2018,7:52,9,16,1462,ut,36,dolor,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",90,25,587,19,179,7,768,30,1,19,66,30,80,92,42,1,28,66,128,170,93,91,93,214,67,112,80,87,59,true,true,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",AM,34,8,648,6/4/2017
6/25/2013,2:15,28,1,1553,proin,15,"","Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",85,532,159,7,99,3,702,95,94,81,9,97,9,73,11,32,25,63,107,141,97,67,90,106,74,87,61,100,54,true,false,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",AM,13,27,563,8/2/2019
7/14/2015,8:36,45,16,76,mauris,152,tincidunt,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",16,904,30,20,21,4,26,87,69,92,2,62,18,85,38,16,45,76,115,145,94,81,90,159,84,86,30,99,31,false,true,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",PM,32,29,312,6/9/2018
1/7/2015,12:53,10,4,1137,natoque,128,cubilia,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",33,322,653,19,142,6,672,91,21,52,67,17,58,98,35,4,17,50,131,137,90,64,73,217,69,109,50,90,41,true,false,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,PM,58,14,119,3/8/2015
3/13/2016,20:11,49,16,1597,mauris,185,"",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,50,584,694,12,185,10,52,86,4,11,71,1,69,19,9,41,6,74,105,198,81,74,92,205,68,95,87,112,33,true,false,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,PM,17,5,967,8/23/2017
11/15/2013,1:55,18,6,299,nunc,174,purus,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",39,534,589,14,63,2,156,19,2,94,2,9,73,52,26,41,23,57,103,190,84,62,97,181,54,117,89,115,56,false,false,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,PM,51,3,200,12/26/2017
3/8/2015,7:50,15,22,1923,duis,86,"",Aenean fermentum.,64,665,364,20,48,5,780,6,2,45,74,88,38,79,20,40,36,61,91,154,75,97,98,123,76,86,48,83,41,true,true,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",AM,51,27,463,11/13/2015
2/12/2011,8:02,18,23,456,ante,35,"",Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,28,485,963,1,104,8,459,91,53,88,76,5,69,62,23,19,36,64,124,134,67,74,90,217,48,101,89,75,34,true,true,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",AM,25,16,622,11/29/2013
3/15/2020,12:43,22,20,924,quisque,85,nulla,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",62,759,375,8,62,10,601,22,65,85,77,74,53,58,8,12,20,76,105,190,76,63,79,143,61,102,54,76,27,true,true,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,AM,0,18,930,7/27/2017
5/8/2019,0:40,23,14,546,ac,157,erat,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",51,134,577,2,192,5,62,36,91,28,52,48,4,60,1,48,8,55,81,150,79,60,99,106,31,86,50,99,37,true,true,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,PM,41,17,533,10/15/2014
8/10/2018,21:32,23,22,69,ipsum,197,"",Aenean fermentum. Donec ut mauris eget massa tempor convallis.,8,294,721,1,114,4,194,9,38,92,42,4,40,58,39,34,35,63,128,183,60,77,68,197,54,114,47,110,24,false,false,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",AM,3,10,859,11/18/2019
7/18/2011,6:21,40,17,1054,dictumst,139,nulla,Aliquam erat volutpat.,46,405,307,20,67,8,500,23,40,68,12,26,51,23,16,27,6,52,132,185,80,65,89,144,55,101,75,84,31,false,true,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",PM,14,0,487,5/2/2015
11/6/2013,13:27,40,7,1709,egestas,189,sapien,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",28,852,676,14,81,1,686,36,85,52,83,7,52,13,11,2,30,55,100,144,86,95,61,201,90,107,48,79,47,true,false,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",PM,37,25,631,1/6/2014
3/14/2014,7:30,44,20,666,nulla,192,"","Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",14,939,724,3,3,4,404,67,99,25,52,82,70,32,3,25,18,70,97,152,99,81,90,161,57,102,76,111,57,true,true,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",AM,39,20,914,2/10/2014
12/19/2019,21:26,17,25,1995,maecenas,35,"","Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",92,806,619,1,55,4,964,100,81,45,19,57,76,23,8,18,42,59,136,183,60,64,80,220,65,97,75,77,44,false,false,"Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",AM,51,13,600,8/6/2016
2/10/2012,1:47,26,22,1904,venenatis,34,"",Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,30,233,827,13,183,5,856,57,29,28,97,11,26,54,27,49,49,66,111,143,75,66,92,107,40,117,93,83,48,true,false,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",AM,14,12,872,7/11/2018
9/24/2019,6:14,34,6,711,sit,3,"","Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",35,659,197,15,94,10,828,86,4,84,57,75,41,59,45,37,21,79,81,171,73,83,66,148,25,82,72,115,44,true,false,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,PM,23,2,509,2/10/2011
1/10/2013,3:36,5,7,1999,tristique,127,quis,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",24,361,248,8,168,9,624,3,49,25,71,28,40,50,20,44,38,80,98,170,66,98,75,122,39,85,39,118,44,false,true,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",AM,41,30,929,9/8/2010
8/31/2013,17:05,35,6,1728,tincidunt,150,"","",61,275,587,10,31,4,125,63,99,79,43,31,74,69,10,37,27,77,135,149,79,92,93,164,30,84,49,90,52,true,false,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",AM,3,17,700,8/8/2012
10/31/2012,16:33,34,25,1505,nibh,80,scelerisque,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,96,821,674,8,26,6,686,81,27,32,15,20,35,81,8,31,21,75,128,140,90,97,62,144,81,81,33,102,20,false,true,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.",AM,21,17,696,2/8/2019
6/3/2012,14:37,34,8,1113,vulputate,151,"","Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",74,459,892,4,38,7,491,81,54,5,68,52,67,39,3,27,49,63,125,144,96,68,94,120,72,85,72,92,24,true,false,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",AM,24,22,897,9/12/2019
8/24/2011,20:55,20,25,677,vestibulum,95,ut,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",90,33,554,19,27,3,723,73,60,89,100,2,71,13,49,32,38,73,129,159,73,93,63,197,100,98,38,82,23,false,true,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,AM,19,17,673,5/14/2019
1/5/2017,12:43,13,21,406,metus,52,"","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",35,793,893,2,164,4,276,46,1,26,56,5,100,63,36,13,3,55,101,126,94,70,94,154,24,88,81,125,41,false,true,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",PM,48,8,614,4/3/2015
5/20/2011,12:58,18,5,1063,dui,182,imperdiet,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",36,353,875,2,59,4,684,77,57,57,59,91,1,67,34,27,48,54,98,194,81,76,63,129,57,83,55,93,23,true,false,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",AM,28,27,152,7/26/2018
12/20/2013,8:40,12,12,1448,placerat,79,"",Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,11,678,180,13,200,5,311,58,64,21,21,54,30,19,12,12,38,80,130,150,67,86,96,219,24,104,70,120,20,true,true,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,AM,17,3,454,8/29/2010
2/24/2018,17:01,21,13,310,tristique,108,curabitur,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",42,349,738,13,158,2,587,47,67,80,47,99,7,48,30,44,32,58,109,170,69,89,96,162,26,118,67,98,52,true,false,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",PM,48,2,69,6/2/2013
1/15/2015,11:35,30,9,908,justo,184,duis,Proin risus. Praesent lectus.,5,497,870,4,41,7,886,16,65,16,64,94,48,22,22,34,38,66,141,188,67,95,98,167,41,106,86,121,33,false,true,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",PM,46,8,267,3/7/2011
4/9/2010,4:24,40,18,1224,augue,184,"",Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,3,352,143,18,92,10,178,85,24,46,55,72,40,91,8,36,34,68,115,147,88,82,95,107,75,112,66,116,48,true,false,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",AM,37,22,268,12/5/2013
2/16/2017,2:34,28,23,844,duis,75,"",Vivamus vestibulum sagittis sapien.,72,327,572,11,94,10,949,63,67,31,15,53,32,7,30,34,16,56,142,196,82,73,72,118,83,102,61,107,27,true,false,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",PM,3,16,858,10/24/2012
11/29/2012,12:39,21,25,472,orci,129,primis,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",53,737,72,2,60,6,466,89,92,64,46,2,18,71,48,11,22,79,147,183,84,89,96,159,92,89,78,93,22,false,false,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",PM,45,19,982,11/26/2014
3/23/2018,5:44,35,20,1202,in,108,duis,Maecenas ut massa quis augue luctus tincidunt.,81,897,315,13,2,10,374,15,64,49,37,21,71,79,6,34,26,56,89,138,93,66,94,105,68,87,92,96,29,true,false,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,AM,0,12,837,4/11/2012
2/22/2013,12:05,17,7,420,rhoncus,122,"","Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",49,285,92,12,133,1,820,15,38,39,13,75,33,70,22,16,15,68,125,176,76,68,76,146,97,101,81,100,47,true,false,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",AM,39,22,893,6/4/2017
9/10/2016,1:11,1,23,1786,vitae,153,quisque,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",46,84,66,6,98,6,273,45,91,84,1,21,60,45,37,18,48,78,119,159,80,75,72,129,99,102,74,92,22,false,false,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",AM,46,25,802,2/19/2014
9/29/2014,14:16,29,7,1837,faucibus,111,"",Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,85,819,803,2,16,10,770,74,27,82,83,15,24,40,46,12,5,74,141,187,87,75,81,122,97,117,77,96,35,true,false,In quis justo. Maecenas rhoncus aliquam lacus.,AM,39,14,862,3/21/2020
